Provider ID,Payment measure ID,Payment category,Lower estimate,Higher estimate,Value of care display name,Value of care category
450040,PAYM_30_AMI,No Different than the National Average Payment,"$22,890 ","$25,450 ",Value of Care Heart Attack measure,Average mortality and average payment
450040,PAYM_30_HF,No Different than the National Average Payment,"$16,492 ","$18,401 ",Value of Care Heart Failure measure,Average mortality and average payment
450040,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,823 ","$23,188 ",Value of Care hip/knee replacement measure,Average complications and average payment
450040,PAYM_30_PN,No Different than the National Average Payment,"$17,264 ","$18,735 ",Value of Care Pneumonia measure,Average mortality and average payment
450042,PAYM_30_AMI,No Different than the National Average Payment,"$22,467 ","$26,108 ",Value of Care Heart Attack measure,Average mortality and average payment
450042,PAYM_30_HF,No Different than the National Average Payment,"$15,792 ","$17,517 ",Value of Care Heart Failure measure,Average mortality and average payment
450042,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,160 ","$23,796 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450042,PAYM_30_PN,Greater than the National Average Payment,"$17,949 ","$19,559 ",Value of Care Pneumonia measure,Worse mortality and higher payment
450044,PAYM_30_AMI,No Different than the National Average Payment,"$21,329 ","$26,143 ",Value of Care Heart Attack measure,Average mortality and average payment
450044,PAYM_30_HF,No Different than the National Average Payment,"$15,322 ","$17,271 ",Value of Care Heart Failure measure,Better mortality and average payment
450044,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,006 ","$28,237 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450044,PAYM_30_PN,No Different than the National Average Payment,"$15,567 ","$17,574 ",Value of Care Pneumonia measure,Average mortality and average payment
450046,PAYM_30_AMI,No Different than the National Average Payment,"$21,728 ","$25,156 ",Value of Care Heart Attack measure,Average mortality and average payment
450046,PAYM_30_HF,Greater than the National Average Payment,"$16,668 ","$18,632 ",Value of Care Heart Failure measure,Average mortality and higher payment
450046,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,539 ","$23,769 ",Value of Care hip/knee replacement measure,Average complications and average payment
450046,PAYM_30_PN,Greater than the National Average Payment,"$18,655 ","$20,439 ",Value of Care Pneumonia measure,Average mortality and higher payment
450051,PAYM_30_AMI,No Different than the National Average Payment,"$22,107 ","$27,139 ",Value of Care Heart Attack measure,Average mortality and average payment
450051,PAYM_30_HF,Greater than the National Average Payment,"$17,199 ","$20,199 ",Value of Care Heart Failure measure,Average mortality and higher payment
450051,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$19,775 ","$21,902 ",Value of Care hip/knee replacement measure,Average complications and lower payment
450051,PAYM_30_PN,Greater than the National Average Payment,"$18,263 ","$20,785 ",Value of Care Pneumonia measure,Worse mortality and higher payment
450054,PAYM_30_AMI,No Different than the National Average Payment,"$22,280 ","$25,819 ",Value of Care Heart Attack measure,Average mortality and average payment
450054,PAYM_30_HF,Less than the National Average Payment,"$14,788 ","$16,335 ",Value of Care Heart Failure measure,Average mortality and lower payment
450054,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$19,646 ","$20,721 ",Value of Care hip/knee replacement measure,Average complications and lower payment
450054,PAYM_30_PN,No Different than the National Average Payment,"$16,360 ","$17,738 ",Value of Care Pneumonia measure,Average mortality and average payment
450055,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450055,PAYM_30_HF,No Different than the National Average Payment,"$14,861 ","$19,448 ",Value of Care Heart Failure measure,Average mortality and average payment
450055,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450055,PAYM_30_PN,Less than the National Average Payment,"$14,166 ","$17,354 ",Value of Care Pneumonia measure,Average mortality and lower payment
450056,PAYM_30_AMI,No Different than the National Average Payment,"$23,186 ","$28,296 ",Value of Care Heart Attack measure,Average mortality and average payment
450056,PAYM_30_HF,Greater than the National Average Payment,"$18,299 ","$20,578 ",Value of Care Heart Failure measure,Average mortality and higher payment
450056,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,597 ","$22,647 ",Value of Care hip/knee replacement measure,Average complications and average payment
450056,PAYM_30_PN,Greater than the National Average Payment,"$17,971 ","$19,983 ",Value of Care Pneumonia measure,Average mortality and higher payment
450058,PAYM_30_AMI,No Different than the National Average Payment,"$22,054 ","$24,575 ",Value of Care Heart Attack measure,Worse mortality and average payment
450058,PAYM_30_HF,Greater than the National Average Payment,"$16,928 ","$18,576 ",Value of Care Heart Failure measure,Average mortality and higher payment
450058,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$21,027 ","$21,742 ",Value of Care hip/knee replacement measure,Average complications and lower payment
450058,PAYM_30_PN,No Different than the National Average Payment,"$17,195 ","$18,519 ",Value of Care Pneumonia measure,Average mortality and average payment
450064,PAYM_30_AMI,No Different than the National Average Payment,"$21,011 ","$27,148 ",Value of Care Heart Attack measure,Average mortality and average payment
450064,PAYM_30_HF,Greater than the National Average Payment,"$18,013 ","$20,900 ",Value of Care Heart Failure measure,Average mortality and higher payment
450064,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,790 ","$28,748 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450064,PAYM_30_PN,Greater than the National Average Payment,"$19,415 ","$21,585 ",Value of Care Pneumonia measure,Average mortality and higher payment
450068,PAYM_30_AMI,Greater than the National Average Payment,"$27,025 ","$32,661 ",Value of Care Heart Attack measure,Average mortality and higher payment
450068,PAYM_30_HF,Greater than the National Average Payment,"$18,761 ","$21,814 ",Value of Care Heart Failure measure,Average mortality and higher payment
450068,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$19,569 ","$20,777 ",Value of Care hip/knee replacement measure,Average complications and lower payment
450068,PAYM_30_PN,Greater than the National Average Payment,"$17,420 ","$20,340 ",Value of Care Pneumonia measure,Average mortality and higher payment
450072,PAYM_30_AMI,No Different than the National Average Payment,"$18,778 ","$23,979 ",Value of Care Heart Attack measure,Average mortality and average payment
450072,PAYM_30_HF,No Different than the National Average Payment,"$14,410 ","$17,175 ",Value of Care Heart Failure measure,Average mortality and average payment
450072,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,161 ","$24,454 ",Value of Care hip/knee replacement measure,Average complications and average payment
450072,PAYM_30_PN,Less than the National Average Payment,"$13,976 ","$16,032 ",Value of Care Pneumonia measure,Better mortality and lower payment
450078,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450078,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450078,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450078,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
450079,PAYM_30_AMI,No Different than the National Average Payment,"$21,568 ","$25,881 ",Value of Care Heart Attack measure,Average mortality and average payment
450079,PAYM_30_HF,No Different than the National Average Payment,"$14,565 ","$16,776 ",Value of Care Heart Failure measure,Average mortality and average payment
450079,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,087 ","$26,812 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450079,PAYM_30_PN,No Different than the National Average Payment,"$16,319 ","$18,253 ",Value of Care Pneumonia measure,Average mortality and average payment
450080,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450080,PAYM_30_HF,No Different than the National Average Payment,"$16,266 ","$19,734 ",Value of Care Heart Failure measure,Average mortality and average payment
450080,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,417 ","$25,690 ",Value of Care hip/knee replacement measure,Average complications and average payment
450080,PAYM_30_PN,No Different than the National Average Payment,"$15,926 ","$18,688 ",Value of Care Pneumonia measure,Average mortality and average payment
450082,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450082,PAYM_30_HF,No Different than the National Average Payment,"$14,360 ","$18,507 ",Value of Care Heart Failure measure,Average mortality and average payment
450082,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450082,PAYM_30_PN,Greater than the National Average Payment,"$18,686 ","$22,778 ",Value of Care Pneumonia measure,Average mortality and higher payment
450083,PAYM_30_AMI,No Different than the National Average Payment,"$22,932 ","$25,542 ",Value of Care Heart Attack measure,Worse mortality and average payment
450083,PAYM_30_HF,No Different than the National Average Payment,"$16,040 ","$17,898 ",Value of Care Heart Failure measure,Average mortality and average payment
450083,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,632 ","$23,310 ",Value of Care hip/knee replacement measure,Average complications and average payment
450083,PAYM_30_PN,Greater than the National Average Payment,"$18,216 ","$19,743 ",Value of Care Pneumonia measure,Average mortality and higher payment
450085,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450085,PAYM_30_HF,Less than the National Average Payment,"$12,569 ","$16,068 ",Value of Care Heart Failure measure,Average mortality and lower payment
450085,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,579 ","$23,472 ",Value of Care hip/knee replacement measure,Average complications and average payment
450085,PAYM_30_PN,Less than the National Average Payment,"$11,352 ","$14,654 ",Value of Care Pneumonia measure,Average mortality and lower payment
450087,PAYM_30_AMI,No Different than the National Average Payment,"$23,492 ","$29,180 ",Value of Care Heart Attack measure,Average mortality and average payment
450087,PAYM_30_HF,No Different than the National Average Payment,"$16,184 ","$18,999 ",Value of Care Heart Failure measure,Average mortality and average payment
450087,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,341 ","$26,486 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450087,PAYM_30_PN,No Different than the National Average Payment,"$17,225 ","$19,914 ",Value of Care Pneumonia measure,Average mortality and average payment
450090,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450090,PAYM_30_HF,No Different than the National Average Payment,"$15,357 ","$20,519 ",Value of Care Heart Failure measure,Average mortality and average payment
450090,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450090,PAYM_30_PN,No Different than the National Average Payment,"$15,052 ","$18,700 ",Value of Care Pneumonia measure,Average mortality and average payment
450092,PAYM_30_AMI,No Different than the National Average Payment,"$22,348 ","$29,068 ",Value of Care Heart Attack measure,Average mortality and average payment
450092,PAYM_30_HF,Greater than the National Average Payment,"$17,165 ","$20,489 ",Value of Care Heart Failure measure,Better mortality and higher payment
450092,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,158 ","$31,017 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450092,PAYM_30_PN,Greater than the National Average Payment,"$17,600 ","$20,521 ",Value of Care Pneumonia measure,Average mortality and higher payment
450097,PAYM_30_AMI,No Different than the National Average Payment,"$22,380 ","$27,150 ",Value of Care Heart Attack measure,Average mortality and average payment
450097,PAYM_30_HF,No Different than the National Average Payment,"$16,162 ","$18,809 ",Value of Care Heart Failure measure,Average mortality and average payment
450097,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450097,PAYM_30_PN,Greater than the National Average Payment,"$20,816 ","$23,524 ",Value of Care Pneumonia measure,Average mortality and higher payment
450099,PAYM_30_AMI,No Different than the National Average Payment,"$21,527 ","$27,164 ",Value of Care Heart Attack measure,Average mortality and average payment
450099,PAYM_30_HF,Less than the National Average Payment,"$13,130 ","$16,239 ",Value of Care Heart Failure measure,Average mortality and lower payment
450099,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,837 ","$23,789 ",Value of Care hip/knee replacement measure,Average complications and average payment
450099,PAYM_30_PN,Greater than the National Average Payment,"$18,210 ","$22,034 ",Value of Care Pneumonia measure,Average mortality and higher payment
450101,PAYM_30_AMI,No Different than the National Average Payment,"$22,258 ","$26,821 ",Value of Care Heart Attack measure,Average mortality and average payment
450101,PAYM_30_HF,No Different than the National Average Payment,"$15,096 ","$17,660 ",Value of Care Heart Failure measure,Average mortality and average payment
450101,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,999 ","$22,894 ",Value of Care hip/knee replacement measure,Average complications and average payment
450101,PAYM_30_PN,No Different than the National Average Payment,"$16,445 ","$18,516 ",Value of Care Pneumonia measure,Average mortality and average payment
450102,PAYM_30_AMI,No Different than the National Average Payment,"$23,392 ","$25,886 ",Value of Care Heart Attack measure,Average mortality and average payment
450102,PAYM_30_HF,Greater than the National Average Payment,"$18,427 ","$19,994 ",Value of Care Heart Failure measure,Average mortality and higher payment
450102,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,843 ","$25,183 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450102,PAYM_30_PN,Greater than the National Average Payment,"$18,737 ","$20,014 ",Value of Care Pneumonia measure,Better mortality and higher payment
450104,PAYM_30_AMI,No Different than the National Average Payment,"$22,268 ","$28,308 ",Value of Care Heart Attack measure,Average mortality and average payment
450104,PAYM_30_HF,Greater than the National Average Payment,"$17,851 ","$21,385 ",Value of Care Heart Failure measure,Average mortality and higher payment
450104,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,080 ","$26,475 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450104,PAYM_30_PN,Greater than the National Average Payment,"$18,552 ","$21,376 ",Value of Care Pneumonia measure,Average mortality and higher payment
450107,PAYM_30_AMI,No Different than the National Average Payment,"$22,539 ","$26,497 ",Value of Care Heart Attack measure,Average mortality and average payment
450107,PAYM_30_HF,Greater than the National Average Payment,"$17,648 ","$19,925 ",Value of Care Heart Failure measure,Average mortality and higher payment
450107,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,526 ","$23,768 ",Value of Care hip/knee replacement measure,Average complications and average payment
450107,PAYM_30_PN,No Different than the National Average Payment,"$17,176 ","$19,016 ",Value of Care Pneumonia measure,Average mortality and average payment
450108,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450108,PAYM_30_HF,No Different than the National Average Payment,"$15,919 ","$20,831 ",Value of Care Heart Failure measure,Average mortality and average payment
450108,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,248 ","$25,531 ",Value of Care hip/knee replacement measure,Average complications and average payment
450108,PAYM_30_PN,Less than the National Average Payment,"$13,283 ","$16,173 ",Value of Care Pneumonia measure,Average mortality and lower payment
450119,PAYM_30_AMI,No Different than the National Average Payment,"$22,683 ","$26,941 ",Value of Care Heart Attack measure,Average mortality and average payment
450119,PAYM_30_HF,No Different than the National Average Payment,"$15,607 ","$17,663 ",Value of Care Heart Failure measure,Better mortality and average payment
450119,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450119,PAYM_30_PN,Greater than the National Average Payment,"$18,255 ","$20,172 ",Value of Care Pneumonia measure,Average mortality and higher payment
450124,PAYM_30_AMI,No Different than the National Average Payment,"$21,017 ","$27,651 ",Value of Care Heart Attack measure,Average mortality and average payment
450124,PAYM_30_HF,No Different than the National Average Payment,"$14,984 ","$19,570 ",Value of Care Heart Failure measure,Average mortality and average payment
450124,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,776 ","$29,066 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450124,PAYM_30_PN,No Different than the National Average Payment,"$16,532 ","$21,249 ",Value of Care Pneumonia measure,Average mortality and average payment
450128,PAYM_30_AMI,No Different than the National Average Payment,"$23,622 ","$29,631 ",Value of Care Heart Attack measure,Average mortality and average payment
450128,PAYM_30_HF,No Different than the National Average Payment,"$14,739 ","$17,395 ",Value of Care Heart Failure measure,Better mortality and average payment
450128,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,617 ","$24,347 ",Value of Care hip/knee replacement measure,Average complications and average payment
450128,PAYM_30_PN,No Different than the National Average Payment,"$16,880 ","$19,457 ",Value of Care Pneumonia measure,Average mortality and average payment
450130,PAYM_30_AMI,No Different than the National Average Payment,"$21,003 ","$27,159 ",Value of Care Heart Attack measure,Average mortality and average payment
450130,PAYM_30_HF,No Different than the National Average Payment,"$16,428 ","$20,117 ",Value of Care Heart Failure measure,Average mortality and average payment
450130,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$26,540 ","$29,979 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450130,PAYM_30_PN,No Different than the National Average Payment,"$16,678 ","$19,727 ",Value of Care Pneumonia measure,Better mortality and average payment
450132,PAYM_30_AMI,No Different than the National Average Payment,"$21,826 ","$25,345 ",Value of Care Heart Attack measure,Average mortality and average payment
450132,PAYM_30_HF,No Different than the National Average Payment,"$15,842 ","$18,223 ",Value of Care Heart Failure measure,Average mortality and average payment
450132,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,257 ","$25,305 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450132,PAYM_30_PN,No Different than the National Average Payment,"$15,784 ","$17,784 ",Value of Care Pneumonia measure,Average mortality and average payment
450133,PAYM_30_AMI,No Different than the National Average Payment,"$22,208 ","$26,776 ",Value of Care Heart Attack measure,Average mortality and average payment
450133,PAYM_30_HF,No Different than the National Average Payment,"$16,568 ","$18,777 ",Value of Care Heart Failure measure,Worse mortality and average payment
450133,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,113 ","$22,741 ",Value of Care hip/knee replacement measure,Average complications and average payment
450133,PAYM_30_PN,Greater than the National Average Payment,"$18,050 ","$20,131 ",Value of Care Pneumonia measure,Worse mortality and higher payment
450135,PAYM_30_AMI,Less than the National Average Payment,"$21,192 ","$23,426 ",Value of Care Heart Attack measure,Average mortality and lower payment
450135,PAYM_30_HF,Greater than the National Average Payment,"$16,744 ","$18,383 ",Value of Care Heart Failure measure,Average mortality and higher payment
450135,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,756 ","$25,811 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450135,PAYM_30_PN,Greater than the National Average Payment,"$18,147 ","$19,720 ",Value of Care Pneumonia measure,Average mortality and higher payment
450137,PAYM_30_AMI,No Different than the National Average Payment,"$22,838 ","$27,704 ",Value of Care Heart Attack measure,Average mortality and average payment
450137,PAYM_30_HF,No Different than the National Average Payment,"$16,632 ","$19,664 ",Value of Care Heart Failure measure,Average mortality and average payment
450137,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,877 ","$27,027 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450137,PAYM_30_PN,Greater than the National Average Payment,"$18,163 ","$20,534 ",Value of Care Pneumonia measure,Better mortality and higher payment
450143,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450143,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450143,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450143,PAYM_30_PN,No Different than the National Average Payment,"$13,841 ","$18,851 ",Value of Care Pneumonia measure,Average mortality and average payment
450144,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450144,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450144,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450144,PAYM_30_PN,Less than the National Average Payment,"$12,106 ","$16,139 ",Value of Care Pneumonia measure,Average mortality and lower payment
450147,PAYM_30_AMI,No Different than the National Average Payment,"$22,569 ","$26,477 ",Value of Care Heart Attack measure,Average mortality and average payment
450147,PAYM_30_HF,No Different than the National Average Payment,"$16,565 ","$19,242 ",Value of Care Heart Failure measure,Average mortality and average payment
450147,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,350 ","$22,863 ",Value of Care hip/knee replacement measure,Average complications and average payment
450147,PAYM_30_PN,No Different than the National Average Payment,"$16,686 ","$19,086 ",Value of Care Pneumonia measure,Average mortality and average payment
450148,PAYM_30_AMI,No Different than the National Average Payment,"$20,341 ","$26,790 ",Value of Care Heart Attack measure,Average mortality and average payment
450148,PAYM_30_HF,No Different than the National Average Payment,"$13,676 ","$16,767 ",Value of Care Heart Failure measure,Average mortality and average payment
450148,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,477 ","$25,074 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450148,PAYM_30_PN,No Different than the National Average Payment,"$15,380 ","$17,796 ",Value of Care Pneumonia measure,Average mortality and average payment
450152,PAYM_30_AMI,No Different than the National Average Payment,"$20,966 ","$25,866 ",Value of Care Heart Attack measure,Average mortality and average payment
450152,PAYM_30_HF,No Different than the National Average Payment,"$14,724 ","$17,441 ",Value of Care Heart Failure measure,Average mortality and average payment
450152,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,370 ","$24,562 ",Value of Care hip/knee replacement measure,Average complications and average payment
450152,PAYM_30_PN,No Different than the National Average Payment,"$15,199 ","$18,155 ",Value of Care Pneumonia measure,Average mortality and average payment
450154,PAYM_30_AMI,No Different than the National Average Payment,"$20,880 ","$27,236 ",Value of Care Heart Attack measure,Average mortality and average payment
450154,PAYM_30_HF,No Different than the National Average Payment,"$14,595 ","$17,651 ",Value of Care Heart Failure measure,Average mortality and average payment
450154,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450154,PAYM_30_PN,No Different than the National Average Payment,"$15,618 ","$18,635 ",Value of Care Pneumonia measure,Average mortality and average payment
450155,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450155,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450155,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450155,PAYM_30_PN,No Different than the National Average Payment,"$14,434 ","$18,781 ",Value of Care Pneumonia measure,Average mortality and average payment
450162,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450162,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450162,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$20,366 ","$21,833 ",Value of Care hip/knee replacement measure,Better complications and lower payment
450162,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
450163,PAYM_30_AMI,No Different than the National Average Payment,"$20,944 ","$27,926 ",Value of Care Heart Attack measure,Average mortality and average payment
450163,PAYM_30_HF,No Different than the National Average Payment,"$15,677 ","$18,904 ",Value of Care Heart Failure measure,Average mortality and average payment
450163,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450163,PAYM_30_PN,No Different than the National Average Payment,"$16,285 ","$18,864 ",Value of Care Pneumonia measure,Average mortality and average payment
450165,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450165,PAYM_30_HF,No Different than the National Average Payment,"$14,580 ","$19,001 ",Value of Care Heart Failure measure,Average mortality and average payment
450165,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450165,PAYM_30_PN,No Different than the National Average Payment,"$15,323 ","$18,106 ",Value of Care Pneumonia measure,Average mortality and average payment
450176,PAYM_30_AMI,No Different than the National Average Payment,"$21,289 ","$26,123 ",Value of Care Heart Attack measure,Average mortality and average payment
450176,PAYM_30_HF,Greater than the National Average Payment,"$18,308 ","$21,693 ",Value of Care Heart Failure measure,Better mortality and higher payment
450176,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,731 ","$24,168 ",Value of Care hip/knee replacement measure,Average complications and average payment
450176,PAYM_30_PN,Greater than the National Average Payment,"$17,549 ","$19,516 ",Value of Care Pneumonia measure,Better mortality and higher payment
450184,PAYM_30_AMI,Greater than the National Average Payment,"$24,231 ","$26,839 ",Value of Care Heart Attack measure,Average mortality and higher payment
450184,PAYM_30_HF,Greater than the National Average Payment,"$18,294 ","$19,630 ",Value of Care Heart Failure measure,Better mortality and higher payment
450184,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$20,133 ","$20,975 ",Value of Care hip/knee replacement measure,Worse complications and lower payment
450184,PAYM_30_PN,Greater than the National Average Payment,"$20,138 ","$21,353 ",Value of Care Pneumonia measure,Better mortality and higher payment
450187,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450187,PAYM_30_HF,No Different than the National Average Payment,"$14,507 ","$17,917 ",Value of Care Heart Failure measure,Average mortality and average payment
450187,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450187,PAYM_30_PN,No Different than the National Average Payment,"$14,792 ","$17,427 ",Value of Care Pneumonia measure,Average mortality and average payment
450192,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450192,PAYM_30_HF,No Different than the National Average Payment,"$13,045 ","$16,912 ",Value of Care Heart Failure measure,Average mortality and average payment
450192,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450192,PAYM_30_PN,No Different than the National Average Payment,"$14,549 ","$17,870 ",Value of Care Pneumonia measure,Worse mortality and average payment
450193,PAYM_30_AMI,Greater than the National Average Payment,"$25,306 ","$29,637 ",Value of Care Heart Attack measure,Average mortality and higher payment
450193,PAYM_30_HF,Greater than the National Average Payment,"$19,534 ","$21,406 ",Value of Care Heart Failure measure,Better mortality and higher payment
450193,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$19,119 ","$20,566 ",Value of Care hip/knee replacement measure,Average complications and lower payment
450193,PAYM_30_PN,Greater than the National Average Payment,"$17,927 ","$20,018 ",Value of Care Pneumonia measure,Better mortality and higher payment
450194,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450194,PAYM_30_HF,No Different than the National Average Payment,"$14,412 ","$19,018 ",Value of Care Heart Failure measure,Average mortality and average payment
450194,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,813 ","$25,350 ",Value of Care hip/knee replacement measure,Average complications and average payment
450194,PAYM_30_PN,No Different than the National Average Payment,"$14,561 ","$18,177 ",Value of Care Pneumonia measure,Average mortality and average payment
450196,PAYM_30_AMI,Greater than the National Average Payment,"$25,351 ","$30,594 ",Value of Care Heart Attack measure,Average mortality and higher payment
450196,PAYM_30_HF,No Different than the National Average Payment,"$16,238 ","$18,464 ",Value of Care Heart Failure measure,Average mortality and average payment
450196,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,855 ","$23,410 ",Value of Care hip/knee replacement measure,Average complications and average payment
450196,PAYM_30_PN,No Different than the National Average Payment,"$16,974 ","$18,693 ",Value of Care Pneumonia measure,Average mortality and average payment
450200,PAYM_30_AMI,No Different than the National Average Payment,"$22,358 ","$26,907 ",Value of Care Heart Attack measure,Average mortality and average payment
450200,PAYM_30_HF,No Different than the National Average Payment,"$15,541 ","$18,084 ",Value of Care Heart Failure measure,Average mortality and average payment
450200,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,438 ","$24,143 ",Value of Care hip/knee replacement measure,Average complications and average payment
450200,PAYM_30_PN,Greater than the National Average Payment,"$19,133 ","$21,592 ",Value of Care Pneumonia measure,Average mortality and higher payment
