Provider ID,Hospital Name,Address,City,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
431321,REGIONAL HEALTH STURGIS HOSPITAL,2140 JUNCTION AVE,STURGIS,SD,57785,6057202400,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,Not Available,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Not Available
431322,FALL RIVER HOSPITAL - CAH,1201 HIGHWAY 71 SOUTH,HOT SPRINGS,SD,57747,6057458910,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
431323,REGIONAL HEALTH CUSTER HOSPITAL,1039 MONTGOMERY STREET,CUSTER,SD,57730,6056739400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Above the national average,Not Available
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,604 1ST ST NE,WESSINGTON SPRINGS,SD,57382,6055391201,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,1401 10TH AVE WEST,MOBRIDGE,SD,57601,6058453692,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,301 FLYNN DRIVE,MILBANK,SD,57252,6054324538,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431327,ST MICHAELS HOSPITAL - CAH,410 W 16TH AVE,TYNDALL,SD,57066,6055892100,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
431328,PIONEER MEMORIAL HOSPITAL - CAH,315 N WASHINGTON AVE  POST OFFICE BOX 368,VIBORG,SD,57070,6053265161,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,300 S BYRON,CHAMBERLAIN,SD,57325,6052345511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,401 WEST GLYNN DRIVE,PARKSTON,SD,57366,6059283311,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Not Available,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available
431331,AVERA DELLS AREA HOSPITAL  - CAH,909 N IOWA AVE,DELL RAPIDS,SD,57022,6054285431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,306 PRAIRIE AVENUE SW  POST OFFICE BOX 160,DE SMET,SD,57231,6058543329,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,440 NORTH HIAWATHA DRIVE,CANTON,SD,57013,6057641400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,745 EAST 8TH STREET,WINNER,SD,57580,6058427100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Below the national average,Not Available,Not Available,Not Available,Not Available
431335,HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SE,HURON,SD,57350,6053536200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Not Available,Not Available
431336,SANFORD VERMILLION HOSPITAL,20 SOUTH PLUM STREET,VERMILLION,SD,57069,6056773500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,300 W 5TH ST,MILLER,SD,57362,6058532421,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
431338,AVERA GREGORY HOSPITAL,400 PARK STREET  POST OFFICE BOX 408,GREGORY,SD,57533,6058358394,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Same as the national average,Not Available,Below the national average,Not Available,Not Available,Not Available,Not Available
431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,205 ORCHARD DR,SISSETON,SD,57262,6056987647,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
433300,LIFESCAPE,2501 W 26TH ST,SIOUX FALLS,SD,57105,6054449500,Childrens,Voluntary non-profit - Private,No,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440001,UNICOI COUNTY MEMORIAL HOSPITAL,GREENWAY CIRCLE,ERWIN,TN,37650,4237433141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Same as the national average
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,7315415000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,37066,6154524210,Acute Care Hospitals,Proprietary,Yes,Y,1,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,6157692000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440007,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,9317283586,Acute Care Hospitals,Physician,Yes,Y,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,LEXINGTON,TN,38351,7319681801,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,9314849511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,9317225411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Not Available
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,8659837211,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Above the national average
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,4238441121,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
440015,UNIVERSITY OF TN MEDICAL CENTER (THE),1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,8655449000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR,HUNTINGDON,TN,38344,7319864461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,4232244000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,4235421300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,9313637531,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",1420 TUSCULUM BLVD,GREENEVILLE,TN,37745,4237875000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,6154355000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,4235864231,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,8653161000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,ROGERSVILLE,TN,37857,4239217000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Not Available
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,4239071440,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,8658351000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
440035,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,9315021000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,6153223454,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,37096,9315892121,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Not Available,Below the national average,Not Available,Below the national average,Above the national average,Not Available
440046,TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,37055,6154460446,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Above the national average,Above the national average
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,9012265000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Above the national average
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,9015168274,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE,GREENEVILLE,TN,37743,4236393151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,6153964100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,8654712500,Acute Care Hospitals,Proprietary,No,Y,3,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
440057,CLAIBORNE MEDICAL CENTER,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,4236264211,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,185 HOSPITAL ROAD,WINCHESTER,TN,37398,9319678295,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,9316462000,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,MILAN,TN,38358,7316861591,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available
440061,TENNOVA HEALTHCARE-VOLUNTEER MARTIN,161 MOUNT PELIA RD,MARTIN,TN,38237,7315874261,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,4234316111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,6153842411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,MORRISTOWN,TN,37814,4235226000,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Not Available
440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,TN,37371,4237451411,Acute Care Hospitals,Proprietary,Yes,Y,3,Below the national average,Not Available,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
440070,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,PARSONS,TN,38363,7318473031,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Not Available,Below the national average,Not Available,Below the national average,Above the national average,Not Available
440072,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,400 TICKLE ST,DYERSBURG,TN,38024,7312852410,Acute Care Hospitals,Proprietary,Yes,Y,1,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Above the national average
440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,9313811111,Acute Care Hospitals,Government - Local,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,8654467500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,6152222111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
440083,TENNOVA HEALTHCARE - JAMESTOWN,436 CENTRAL AVENUE WEST,JAMESTOWN,TN,38556,9318793352,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Not Available
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER,TN,37874,8652138200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,4234952525,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,9314381100,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,4237787000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,SAVANNAH,TN,38372,7319268121,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
440110,FORT LOUDON MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,8652716000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,6153414490,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Not Available
440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,8655458000,Acute Care Hospitals,Proprietary,Yes,Y,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,8655411101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,7318852410,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,9014762621,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,7316421220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Below the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,6152845555,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 N,SHELBYVILLE,TN,37160,9316855433,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Not Available,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440144,TENNOVA HEALTHCARE-HARTON,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,9313933000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
440148,SAINT THOMAS DEKALB HOSPITAL,520 W MAIN ST,SMITHVILLE,TN,37166,6152155000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,6153163000,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440151,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,9318154101,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average
440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,9015457928,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Not Available,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,4236252200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,4238944220,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,MEMPHIS,TN,38118,9013698100,Acute Care Hospitals,Proprietary,Yes,Y,2,Not Available,Not Available,Below the national average,Not Available,Same as the national average,Same as the national average,Not Available
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,6153421000,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,8659709800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,9317626571,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT,TN,37660,4234311941,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,JELLICO,TN,37762,4237847252,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Not Available
440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR,TN,38008,7316583100,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Not Available,Not Available,Below the national average,Not Available,Same as the national average,Same as the national average,Not Available
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,7313525344,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,9017651000,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,4233021120,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,4233394132,Acute Care Hospitals,Proprietary,Yes,Y,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,9318235611,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,7316612000,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,9317389211,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average,Not Available
440193,TENNOVA HEALTHCARE-LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,37087,6154448262,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,TN,37075,6153381000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
